#Time;KBIn;PktIn;KBOut;PktOut
19:06:55;1;5;1;5
19:06:56;0;1;0;1
19:06:57;0;1;0;2
19:06:58;0;1;0;1
19:06:59;0;2;0;1
19:07:00;0;1;0;1
19:07:01;0;2;0;1
19:07:02;0;1;0;1
19:07:03;0;1;0;1
19:07:04;0;1;0;1
19:07:05;0;4;1;5
19:07:06;0;1;0;2
19:07:07;0;2;0;2
19:07:08;0;1;0;2
19:07:09;0;2;0;2
19:07:10;1;8;1;6
19:07:11;2;12;3;12
19:07:12;1;5;2;5
19:07:13;0;1;0;1
19:07:14;0;1;0;1
19:07:15;0;2;0;1
19:07:16;0;1;1;2
19:07:17;0;3;0;1
19:07:18;0;1;0;1
19:07:19;0;1;0;1
19:07:20;1;5;1;6
19:07:21;0;1;0;2
19:07:22;0;1;0;2
19:07:23;0;1;0;1
19:07:24;0;1;0;1
19:07:25;0;3;0;1
19:07:26;0;1;0;1
19:07:27;0;2;0;2
19:07:28;0;1;0;1
19:07:29;0;2;0;1
19:07:30;0;4;0;4
19:07:31;0;1;0;1
19:07:32;0;1;0;1
19:07:33;0;3;0;1
19:07:34;0;1;1;2
19:07:35;0;1;0;1
19:07:36;0;1;0;1
19:07:37;0;2;0;2
19:07:38;0;1;0;2
19:07:39;0;2;0;3
19:07:40;1;5;1;4
19:07:41;1;8;1;6
19:07:42;2;12;2;10
19:07:43;1;6;2;5
19:07:44;0;1;0;1
19:07:45;1;5;1;6
19:07:46;0;1;1;4
19:07:47;0;1;0;2
19:07:48;0;1;0;1
19:07:49;0;1;0;1
19:07:50;0;1;0;1
19:07:51;0;1;0;1
19:07:52;0;1;0;1
19:07:53;0;2;0;1
19:07:54;0;2;0;2
19:07:55;0;4;0;5
19:07:56;0;1;0;2
19:07:57;0;1;0;1
19:07:58;0;1;0;1
19:07:59;0;2;0;1
19:08:00;0;1;0;1
19:08:01;0;1;0;1
19:08:02;0;1;0;1
19:08:03;0;1;1;2
19:08:04;0;1;0;1
19:08:05;0;4;0;4
19:08:06;0;1;0;1
19:08:07;0;1;0;1
19:08:08;0;2;0;1
19:08:09;0;2;0;2
19:08:10;2;6;1;5
19:08:11;1;8;1;6
19:08:12;2;12;2;10
19:08:13;1;6;2;6
19:08:14;0;1;0;2
19:08:15;0;1;0;1
19:08:16;0;1;0;1
19:08:17;0;2;0;1
19:08:18;0;1;0;1
19:08:19;0;1;0;2
19:08:20;0;2;0;2
19:08:21;0;1;0;2
19:08:22;0;1;0;1
19:08:23;0;4;0;4
19:08:24;0;1;1;2
19:08:25;0;1;0;1
19:08:26;0;1;0;1
19:08:27;0;1;0;1
19:08:28;0;1;0;1
19:08:29;0;2;0;1
19:08:30;0;1;0;1
19:08:31;0;1;1;2
19:08:32;0;1;0;1
19:08:33;0;4;0;4
19:08:34;0;1;0;2
19:08:35;1;5;1;6
19:08:36;0;2;0;2
19:08:37;0;1;0;1
19:08:38;0;1;1;2
19:08:39;0;2;0;2
19:08:40;0;1;0;1
19:08:41;0;1;0;1
19:08:42;1;8;1;6
19:08:43;2;12;2;10
19:08:44;1;6;2;5
19:08:45;0;1;0;1
19:08:46;0;1;1;3
19:08:47;0;1;0;2
19:08:48;0;1;0;2
19:08:49;0;1;0;1
19:08:50;0;2;0;2
19:08:51;0;1;0;1
19:08:52;0;2;0;1
19:08:53;0;2;0;2
19:08:54;0;4;0;4
19:08:55;0;1;0;1
19:08:56;0;1;0;1
19:08:57;0;1;0;1
19:08:58;0;1;0;1
19:08:59;0;2;0;1
19:09:00;1;5;1;5
19:09:01;0;1;0;2
19:09:02;0;1;0;2
19:09:03;0;1;1;3
19:09:04;0;1;0;1
19:09:05;0;1;0;1
19:09:06;0;2;0;1
19:09:07;0;1;0;1
19:09:08;0;1;0;1
19:09:09;0;4;0;2
19:09:10;1;7;1;7
19:09:11;0;1;0;3
19:09:12;1;8;1;8
19:09:13;2;12;2;10
19:09:14;1;5;2;5
19:09:15;0;2;0;2
19:09:16;0;1;0;1
19:09:17;0;2;0;1
19:09:18;0;1;0;1
19:09:19;0;1;0;1
19:09:20;0;1;0;1
19:09:21;0;1;0;1
19:09:22;0;1;0;1
19:09:23;0;1;0;1
19:09:24;1;5;0;4
19:09:25;1;5;1;5
19:09:26;0;2;0;1
19:09:27;0;1;0;1
19:09:28;0;1;0;1
19:09:29;0;1;1;2
19:09:30;0;1;1;3
19:09:31;0;1;0;2
19:09:32;0;1;0;2
19:09:33;0;2;0;1
19:09:34;0;1;0;1
19:09:35;0;4;0;4
19:09:36;0;2;0;1
19:09:37;0;1;0;1
19:09:38;0;1;0;1
19:09:39;0;2;0;2
19:09:40;0;2;0;1
19:09:41;0;1;0;1
19:09:42;0;1;0;1
19:09:43;1;8;1;6
19:09:44;2;13;2;11
19:09:45;1;5;2;6
19:09:46;0;1;0;2
19:09:47;0;1;0;1
19:09:48;0;1;0;1
19:09:49;0;2;1;2
19:09:50;1;5;1;5
19:09:51;0;2;0;1
19:09:52;0;1;0;1
19:09:53;0;1;0;2
19:09:54;0;1;0;2
19:09:55;0;1;0;2
19:09:56;0;1;0;1
19:09:57;0;3;0;1
19:09:58;0;2;0;1
19:09:59;0;1;0;1
19:10:00;0;4;0;5
19:10:01;0;1;0;2
19:10:02;0;1;0;2
19:10:03;0;2;0;1
19:10:04;0;1;1;2
19:10:05;0;2;0;1
19:10:06;0;1;0;1
19:10:07;0;1;0;1
19:10:08;0;1;0;2
19:10:09;0;2;0;3
19:10:10;0;4;0;5
19:10:11;0;1;0;1
19:10:12;0;1;0;1
19:10:13;1;8;1;6
19:10:14;2;12;2;10
19:10:15;1;5;1;5
19:10:16;1;5;2;4
19:10:17;0;2;0;1
19:10:18;0;1;0;1
19:10:19;0;1;0;1
19:10:20;0;1;0;1
19:10:21;0;1;0;1
19:10:22;0;1;1;2
19:10:23;0;1;0;1
19:10:24;0;1;0;1
19:10:25;0;1;0;2
19:10:26;0;4;0;5
19:10:27;0;1;0;2
19:10:28;0;1;0;1
19:10:29;0;2;0;1
19:10:30;0;1;0;1
19:10:31;0;1;0;1
19:10:32;0;1;0;1
19:10:33;0;2;0;1
19:10:34;0;1;0;1
19:10:35;0;1;1;2
19:10:36;0;4;1;4
19:10:37;0;1;0;1
19:10:38;0;1;0;1
19:10:39;0;2;0;3
19:10:40;1;5;1;6
19:10:41;0;1;0;2
19:10:42;0;1;0;1
19:10:43;0;1;0;1
19:10:44;1;8;1;6
19:10:45;2;14;2;9
19:10:46;0;1;1;3
19:10:47;1;5;1;4
19:10:48;0;1;0;2
19:10:49;0;1;0;2
19:10:50;0;1;0;2
19:10:51;0;1;0;1
19:10:52;0;1;0;1
19:10:53;0;1;0;1
19:10:54;0;2;0;1
19:10:55;0;1;0;1
19:10:56;0;2;0;2
19:10:57;0;3;0;3
19:10:58;0;1;0;1
19:10:59;0;1;1;2
19:11:00;0;1;0;1
19:11:01;0;1;0;1
19:11:02;0;1;0;1
19:11:03;0;1;0;2
19:11:04;0;1;0;2
19:11:05;2;6;1;6
19:11:06;0;1;0;1
19:11:07;0;1;1;2
19:11:08;0;1;0;1
19:11:09;0;2;0;1
19:11:10;0;2;0;2
19:11:11;0;1;0;1
19:11:12;0;1;0;1
19:11:13;0;1;0;1
19:11:14;1;8;1;6
19:11:15;2;12;2;12
19:11:16;0;4;0;4
19:11:17;1;5;2;6
19:11:18;0;1;1;4
19:11:19;0;1;0;2
19:11:20;0;1;0;2
19:11:21;0;1;0;1
19:11:22;0;1;0;1
19:11:23;0;1;0;3
19:11:24;0;1;0;1
19:11:25;0;2;0;1
19:11:26;0;1;0;1
19:11:27;0;4;0;5
19:11:28;0;1;0;2
19:11:29;0;1;0;2
19:11:30;1;5;1;6
19:11:31;0;1;0;1
19:11:32;0;1;1;2
19:11:33;0;2;0;1
19:11:34;0;1;0;2
19:11:35;0;1;0;2
19:11:36;0;1;0;2
19:11:37;0;1;0;3
19:11:38;0;1;0;1
19:11:39;0;2;0;1
19:11:40;0;5;1;6
19:11:41;0;1;0;1
19:11:42;0;1;0;1
19:11:43;0;1;0;2
19:11:44;0;1;0;2
19:11:45;1;8;1;7
19:11:46;2;12;2;10
19:11:47;1;5;2;5
19:11:48;0;1;0;2
19:11:49;0;3;0;3
19:11:50;0;1;1;3
19:11:51;0;1;0;3
19:11:52;0;1;0;1
19:11:53;0;1;0;1
19:11:54;0;2;0;1
19:11:55;1;5;1;5
19:11:56;0;1;0;2
19:11:57;0;2;0;2
19:11:58;0;1;0;2
19:11:59;0;1;0;1
19:12:00;0;1;0;1
19:12:01;0;2;0;1
19:12:02;0;1;0;2
19:12:03;0;1;0;3
19:12:04;0;1;1;3
19:12:05;0;4;1;6
19:12:06;0;1;0;1
19:12:07;0;1;0;1
19:12:08;0;1;0;1
19:12:09;0;1;0;1
19:12:10;0;2;0;2
19:12:11;0;1;0;2
19:12:12;0;1;0;2
19:12:13;0;3;0;2
19:12:14;0;1;0;1
19:12:15;1;10;1;7
19:12:16;0;2;1;4
19:12:17;2;12;2;10
19:12:18;1;5;2;5
19:12:19;0;1;0;1
19:12:20;1;6;1;7
19:12:21;0;1;0;2
19:12:22;0;1;0;2
19:12:23;0;1;0;2
19:12:24;0;1;0;1
19:12:25;0;1;0;1
19:12:26;0;1;0;1
19:12:27;0;1;0;1
19:12:28;0;2;1;2
19:12:29;0;3;0;1
19:12:30;0;3;0;3
19:12:31;0;1;0;1
19:12:32;0;1;0;1
19:12:33;0;1;0;1
19:12:34;0;1;0;2
19:12:35;0;1;0;3
19:12:36;0;1;0;2
19:12:37;0;2;0;1
19:12:38;0;1;0;1
19:12:39;0;1;0;1
19:12:40;0;4;0;4
19:12:41;0;1;0;1
19:12:42;0;1;0;1
19:12:43;0;1;0;1
19:12:44;0;1;0;1
19:12:45;2;6;1;5
19:12:46;1;8;1;6
19:12:47;2;11;3;10
19:12:48;1;4;2;4
19:12:49;0;1;0;1
19:12:50;0;2;1;4
19:12:51;0;1;0;2
19:12:52;0;1;0;2
19:12:53;0;2;0;1
19:12:54;0;1;0;1
19:12:55;0;1;0;1
19:12:56;0;2;0;1
19:12:57;0;1;0;1
19:12:58;0;3;0;3
19:12:59;0;2;0;1
19:13:00;0;1;0;2
19:13:01;0;3;0;3
19:13:02;0;1;1;3
19:13:03;0;1;0;1
19:13:04;0;1;0;1
19:13:05;0;2;0;1
19:13:06;0;1;0;1
19:13:07;0;1;0;1
19:13:08;0;3;0;3
19:13:09;0;2;0;1
19:13:10;1;5;1;6
19:13:11;0;1;0;1
19:13:12;0;2;0;1
19:13:13;0;1;0;1
19:13:14;0;1;0;1
19:13:15;0;1;0;2
19:13:16;0;2;0;2
19:13:17;1;9;1;8
19:13:18;2;11;2;9
19:13:19;1;5;2;5
19:13:20;0;1;0;1
19:13:21;0;1;0;1
19:13:22;0;1;0;1
19:13:23;0;1;0;1
19:13:24;0;1;0;1
19:13:25;0;2;0;2
19:13:26;0;1;0;1
19:13:27;0;1;1;2
19:13:28;0;1;0;2
19:13:29;1;4;0;3
19:13:30;0;1;0;2
19:13:31;0;2;0;2
19:13:32;0;1;1;3
19:13:33;0;1;0;1
19:13:34;0;1;0;1
19:13:35;1;4;1;5
19:13:36;0;1;0;1
19:13:37;0;1;0;1
19:13:38;1;3;0;1
19:13:39;0;1;0;1
19:13:40;0;3;0;3
19:13:41;0;2;0;1
19:13:42;0;1;0;1
19:13:43;0;1;1;2
19:13:44;0;1;0;1
19:13:45;0;4;0;5
19:13:46;0;1;0;3
19:13:47;1;8;1;7
19:13:48;2;12;2;10
19:13:49;1;5;2;5
19:13:50;0;1;0;1
19:13:51;0;1;0;1
19:13:52;0;1;0;1
19:13:53;0;2;0;1
19:13:54;0;1;0;1
19:13:55;0;1;0;2
19:13:56;0;1;0;2
19:13:57;0;3;0;2
19:13:58;0;2;1;2
19:13:59;0;3;0;3
19:14:00;1;4;1;5
19:14:01;0;1;0;1
19:14:02;1;5;0;3
19:14:03;0;1;0;1
19:14:04;0;1;0;2
19:14:05;0;1;0;1
19:14:06;0;1;0;1
19:14:07;0;3;0;2
19:14:08;0;1;0;2
19:14:09;0;2;0;1
19:14:10;0;4;0;4
19:14:11;0;1;0;2
19:14:12;0;1;0;1
19:14:13;0;1;1;2
19:14:14;0;2;0;1
19:14:15;0;1;0;2
19:14:16;0;1;0;2
19:14:17;0;1;0;2
19:14:18;1;8;1;6
19:14:19;2;11;2;10
19:14:20;1;5;2;4
19:14:21;0;3;0;1
19:14:22;0;1;0;1
19:14:23;0;1;0;1
19:14:24;0;1;0;1
19:14:25;1;4;1;5
19:14:26;0;1;0;2
19:14:27;0;1;0;1
19:14:28;0;2;0;1
19:14:29;0;2;0;1
19:14:30;1;3;0;1
19:14:31;0;1;0;1
19:14:32;0;1;0;1
19:14:33;0;1;0;1
19:14:34;0;1;0;2
19:14:35;0;3;1;5
19:14:36;0;1;0;2
19:14:37;0;2;0;1
19:14:38;0;1;0;1
19:14:39;0;1;0;1
19:14:40;0;2;0;2
19:14:41;0;1;0;1
19:14:42;0;1;0;1
19:14:43;0;1;0;1
19:14:44;0;1;0;1
19:14:45;0;4;0;3
19:14:46;0;1;0;1
19:14:47;1;3;0;1
19:14:48;1;8;1;7
19:14:49;2;12;2;10
19:14:50;2;7;3;7
19:14:51;0;1;0;1
19:14:52;0;1;0;1
19:14:53;0;1;0;1
19:14:54;0;1;0;1
19:14:55;0;1;0;2
19:14:56;0;1;1;3
19:14:57;0;1;0;2
19:14:58;0;2;0;1
19:14:59;0;1;0;1
19:15:00;1;4;0;3
19:15:01;0;2;0;1
19:15:02;0;1;0;1
19:15:03;0;1;0;1
19:15:04;0;1;0;1
19:15:05;0;1;0;2
19:15:06;0;1;0;2
19:15:07;0;1;0;2
19:15:08;0;1;0;1
19:15:09;0;3;0;1
19:15:10;0;4;1;5
19:15:11;0;1;0;1
19:15:12;0;2;0;1
19:15:13;0;1;0;1
19:15:14;0;1;0;1
19:15:15;1;4;1;5
19:15:16;0;2;0;1
19:15:17;0;2;0;1
19:15:18;0;1;0;1
19:15:19;1;8;1;6
19:15:20;2;11;2;10
19:15:21;1;4;2;5
19:15:22;0;1;0;2
19:15:23;0;1;0;1
19:15:24;0;1;0;1
19:15:25;0;3;0;1
19:15:26;0;1;0;1
19:15:27;0;2;0;1
19:15:28;0;2;0;1
19:15:29;0;1;0;1
19:15:30;0;1;1;2
19:15:31;0;3;0;3
19:15:32;0;1;0;1
19:15:33;0;2;0;1
19:15:34;0;1;0;1
19:15:35;0;1;0;1
19:15:36;0;1;0;1
19:15:37;0;1;0;2
19:15:38;0;1;0;2
19:15:39;0;2;0;2
19:15:40;1;5;1;6
19:15:41;0;3;1;2
19:15:42;0;1;0;1
19:15:43;0;1;0;1
19:15:44;0;1;0;1
19:15:45;0;2;0;1
19:15:46;0;1;0;1
19:15:47;0;1;0;1
19:15:48;0;2;0;1
19:15:49;1;11;1;6
19:15:50;2;13;2;12
19:15:51;1;3;2;4
19:15:52;0;2;0;1
19:15:53;1;3;0;1
19:15:54;0;1;0;2
19:15:55;0;1;0;1
19:15:56;0;2;0;2
19:15:57;0;2;0;2
19:15:58;0;1;0;2
19:15:59;0;1;0;1
19:16:00;0;1;0;1
19:16:01;0;3;0;3
19:16:02;0;1;1;2
19:16:03;0;1;0;2
19:16:04;0;2;1;2
19:16:05;1;5;1;5
19:16:06;1;3;0;1
19:16:07;0;2;0;1
19:16:08;0;1;0;3
19:16:09;0;2;0;3
19:16:10;0;2;1;4
19:16:11;0;1;0;1
19:16:12;0;2;0;1
19:16:13;0;1;0;1
19:16:14;0;2;0;1
19:16:15;0;4;0;3
19:16:16;0;1;0;1
19:16:17;0;1;0;2
19:16:18;0;1;0;3
19:16:19;0;1;1;4
19:16:20;1;9;1;6
19:16:21;2;13;2;10
19:16:22;1;5;2;4
19:16:23;0;1;0;1
19:16:24;0;1;0;1
19:16:25;0;1;0;1
19:16:26;0;2;0;1
19:16:27;0;2;0;2
19:16:28;0;1;1;3
19:16:29;0;3;0;2
19:16:30;1;4;1;4
19:16:31;0;1;0;1
19:16:32;0;1;0;1
19:16:33;0;1;0;1
19:16:34;0;1;0;1
19:16:35;0;1;0;1
19:16:36;0;1;0;1
19:16:37;0;2;0;1
19:16:38;0;1;0;1
19:16:39;0;1;0;1
19:16:40;0;4;1;5
19:16:41;0;2;0;1
19:16:42;0;1;0;1
19:16:43;0;2;0;1
19:16:44;0;1;0;1
19:16:45;0;2;0;1
19:16:46;1;3;0;1
19:16:47;0;1;1;3
19:16:48;0;1;0;2
19:16:49;0;1;0;2
19:16:50;1;10;1;8
19:16:51;0;3;0;2
19:16:52;2;10;2;9
19:16:53;1;5;2;4
19:16:54;0;2;0;1
19:16:55;1;4;1;4
19:16:56;0;1;0;1
19:16:57;0;1;0;2
19:16:58;0;1;0;2
19:16:59;0;1;0;2
19:17:00;0;1;0;1
19:17:01;0;2;0;2
19:17:02;0;1;0;1
19:17:03;0;1;0;1
19:17:04;0;2;0;1
19:17:05;1;4;0;3
19:17:06;0;1;1;2
19:17:07;0;2;0;1
19:17:08;0;1;0;1
19:17:09;0;3;0;1
19:17:10;0;2;0;2
19:17:11;0;1;0;1
19:17:12;0;1;0;2
19:17:13;0;1;0;2
19:17:14;0;1;0;2
19:17:15;1;5;0;3
19:17:16;0;1;1;2
19:17:17;0;3;0;1
19:17:18;0;1;0;1
19:17:19;0;1;0;1
19:17:20;2;5;1;5
19:17:21;1;8;1;6
19:17:22;2;11;2;9
19:17:23;1;4;2;4
19:17:24;0;2;0;1
19:17:25;0;2;0;1
19:17:26;0;2;1;2
19:17:27;0;1;0;1
19:17:28;0;1;0;1
19:17:29;0;1;0;1
19:17:30;0;2;0;1
19:17:31;0;1;0;1
19:17:32;0;2;0;1
19:17:33;0;3;0;4
19:17:34;0;2;0;2
19:17:35;0;1;0;2
19:17:36;0;1;1;2
19:17:37;0;1;0;1
19:17:38;0;1;0;1
19:17:39;0;1;0;1
19:17:40;0;2;0;2
19:17:41;0;3;0;2
19:17:42;0;1;0;2
19:17:43;0;3;0;4
19:17:44;0;1;0;1
19:17:45;2;5;1;6
19:17:46;0;1;0;1
19:17:47;0;2;0;1
19:17:48;0;1;0;1
19:17:49;0;2;0;1
19:17:50;0;1;0;1
19:17:51;0;1;0;1
19:17:52;1;9;1;6
19:17:53;2;11;2;9
19:17:54;1;4;2;4
19:17:55;0;2;0;1
19:17:56;0;2;0;1
19:17:57;0;2;0;2
19:17:58;0;1;0;2
19:17:59;0;1;0;2
19:18:00;0;1;0;1
19:18:01;0;1;0;1
19:18:02;0;1;0;1
19:18:03;0;1;0;1
19:18:04;0;3;1;4
19:18:05;0;3;0;1
19:18:06;0;1;0;2
19:18:07;0;1;0;2
19:18:08;0;1;0;1
19:18:09;0;1;0;2
19:18:10;2;7;1;7
19:18:11;0;1;0;1
19:18:12;0;1;0;1
19:18:13;0;2;0;1
19:18:14;0;1;0;2
19:18:15;0;1;0;2
19:18:16;0;2;0;2
19:18:17;0;1;0;1
19:18:18;0;1;0;1
19:18:19;0;1;0;1
19:18:20;0;3;0;3
19:18:21;0;3;1;2
19:18:22;1;8;1;6
19:18:23;2;12;2;10
19:18:24;1;4;2;4
19:18:25;0;1;0;1
19:18:26;0;2;0;1
19:18:27;0;1;0;1
19:18:28;0;1;0;1
19:18:29;0;2;0;1
19:18:30;0;1;0;1
19:18:31;0;1;0;1
19:18:32;0;1;0;1
19:18:33;0;1;0;1
19:18:34;0;3;0;4
19:18:35;1;4;1;6
19:18:36;0;2;0;2
19:18:37;1;4;0;1
19:18:38;0;2;0;1
19:18:39;0;1;0;1
19:18:40;0;2;0;2
19:18:41;0;1;0;1
19:18:42;0;1;1;2
19:18:43;0;1;0;1
19:18:44;0;1;0;1
19:18:45;0;3;0;3
19:18:46;0;1;0;1
19:18:47;0;1;0;2
19:18:48;0;1;0;2
19:18:49;0;1;0;2
19:18:50;0;1;0;1
19:18:51;0;1;0;1
19:18:52;0;1;0;1
19:18:53;1;9;1;6
19:18:54;2;12;2;10
19:18:55;1;5;2;4
19:18:56;0;2;0;2
19:18:57;0;1;0;1
19:18:58;0;1;0;1
19:18:59;0;1;0;1
19:19:00;1;4;1;5
19:19:01;0;2;0;2
19:19:02;0;1;1;3
19:19:03;0;1;0;1
19:19:04;0;1;0;1
19:19:05;0;1;0;1
19:19:06;0;2;0;1
